;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha
10;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;Similar;0.7496085166931152
11;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Make error-prone validate missing override annotations;error-prone, missing override annotations;https://github.com/square/okhttp/commit/0e9a5c8054f8ae9b2bc4c41f32790fb52fd73944;Similar;0.5702724456787109
12;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;fix README.md typo;README.md typo;https://github.com/square/okhttp/commit/09f424f12e48e2640915bf61c86a9ecd928e459e;Similar;0.7137920260429382
13;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Fix single failing graal test ( <pr_link> );single failing;https://github.com/square/okhttp/commit/a334f6f14f40f1586ae309277033c5b1ea53a749;Similar;0.5740958452224731
14;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Centralise logging behind JUL (<pr_link>) <enter> Use JUL, but wire up to the <method_name> <enter> Use `adb shell setprop log.tag.okhttp.Http2 <iden>` to enable logging for known levels;to enable logging for known levels;https://github.com/square/okhttp/commit/5c10006e0a0299ff39ad2e5ee425057b20644afd;Similar;0.7068607807159424
15;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;init speedup  ;file_name, pr_link;https://github.com/square/okhttp/commit/70bf8e78b7dbf8ed08dfd93596ba6ebfca52d3a3;Similar;0.5805140733718872
16;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;API for handling an unexpected SSE response;unexpected;https://github.com/square/okhttp/commit/63ed542534eec2b1eb124531452a467b5541baa7;Similar;0.566159188747406
17;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;https://github.com/square/okhttp/commit/a01b5115985e555761fee9f9dafb9d7f14ad13cd;Similar;0.7398074269294739
18;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Add a best practice restricted <iden> <file_name>  ;Restricted ciphers ;https://github.com/square/okhttp/commit/69bdd6961ba294894620f850b6b01d7175ae8009;Similar;0.678551435470581
19;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Use IOException instead of <iden>;more specific in <file_name> API;https://github.com/square/okhttp/commit/cdc48ba8b0e4bdfccc208985bfef200220096d9d;Similar;0.6565757393836975
20;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Make  <file_name>  more capable.;more capable;https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;Similar;0.7579939365386963
21;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;fix <file_name> for Java 9;Java 9;https://github.com/square/okhttp/commit/caec3c711887b16852c9a4b1bd6d795f3f1b9ca4;Similar;0.6778817772865295
22;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;document support for SNI;support for SNI;https://github.com/square/okhttp/commit/c63be3ee65184d119d5145e77986298287118c3a;Similar;0.6445270776748657
23;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Limit recovery attempts for REFUSED_STREAM errors;We limit per-connection retries but not per-call retries, so this was creating large numbers of connections each of which called the server and accepted yet another REFUSED_STREAM.;https://github.com/square/okhttp/commit/5ba145aa6c737878281c3fc655657002320b71c0;Similar;0.5273401141166687
24;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Add HTTP/2 and <iden><version> columns to our security providers doc ;to enhance our security documentation;https://github.com/square/okhttp/commit/82f773376e19bb7e10916627349fad06e45f90cb;Similar;0.7014066576957703
25;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Similar;0.8429775238037109
26;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Similar;0.8630412220954895
27;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Similar;0.8765808939933777
28;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Make <file_name> accessors final  ;If we want these to be vals to Kotlin, they cant be open. I think the motivation to make these non-final was pretty weak, and I dont mind breaking <iden> compatibility here.;https://github.com/square/okhttp/commit/e3e829d2060542d50f33d1a9864f7ace82c9db5c;Similar;0.7503662109375
29;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Fix a regression in combining cache headers;This was introduced with our migration to Kotlin. Iterating over the indices of the header names doesnt work because header names are not distinct.;https://github.com/square/okhttp/commit/a1265b6140a8fe336602b969960d4048ebd1d3da;Similar;0.7101987600326538
30;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Include prerequisites in the releasing guide.;to provide necessary information for users;https://github.com/square/okhttp/commit/99b83a3b20e6fe22b6ea587599fde1423056af2d;Similar;0.6103389859199524
31;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Convert <file_name> to Kotlin;"to Kotlin

Decision: Rename <file_name> to .kt";https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;Similar;0.9773801565170288
32;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Similar;0.8258926272392273
33;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;Similar;0.7750935554504395
34;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Fix some maven problems that are blocking the <version> release;blocking the <version> release;https://github.com/square/okhttp/commit/2b5337d14ecce5f965ea0d0001f30565f0e1d4a0;Similar;0.5033751726150513
35;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Rename <method_name> to <iden()>;I prefer signed;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;Similar;0.8651348948478699
36;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Fixup <file_name> so that its worthy of production use.;This changes the default from the insecure 1024-bit <iden> to a secure 256-bit <iden> key. It adds a new option to use <iden> keys for interoperating with older clients.;https://github.com/square/okhttp/commit/db2ae92156242255a0d42caaf50c7801e79de917;Similar;0.676142692565918
37;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Support client authentication in <file_name>;client authentication;https://github.com/square/okhttp/commit/d908a676c25b6b3d547b45a9970f4bfb7a358010;Similar;0.7125684022903442
38;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;https://github.com/square/okhttp/commit/ea014716fd2a8712ee39888725f91bed43148cd3;Similar;0.6460736989974976
39;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Fix Javadoc builds with the jsr305 dependency  ;Because multiple modules share a package we need to share the dependency on everything in package-info.java;https://github.com/square/okhttp/commit/e7e22feb12244b455c8f4961d7eeab7cd21965fe;Similar;0.6673475503921509
40;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Make the  <file_name>  a little better.  <enter> <iden> threads by their URLs. Dont follow all fragments of the same <iden>;"For better organization; to prevent following all fragments of the same <iden>";https://github.com/square/okhttp/commit/ca76167504d5323f2a8c1011402907b9a755585c;Similar;0.6054688692092896
41;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Similar;0.7514493465423584
42;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Update readme and changelog for <version>;<version>;https://github.com/square/okhttp/commit/b8fd4e3de0098c44010800c8206000a21feeb252;Similar;0.7761104106903076
43;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;New <file_name> class to normalize certificate chains  ;The goal of this is to get the root <iden> certificate into the certificate chain, so that it can be considered by the certificate pinner;https://github.com/square/okhttp/commit/18b2660873ed8f028ee72981c882ed676aa08030;Similar;0.719056248664856
44;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Fix some get prefixes on <file_name> and <method_name>;"-
None";https://github.com/square/okhttp/commit/7826bcb2fb1facb697a4c512776756c05d8c9deb;Similar;0.8020975589752197
45;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Write some new connection pool tests;These use the <iden> APIs. Theyre high-level so they wont break with the implementation rewrite.;https://github.com/square/okhttp/commit/4262a05f8e858ac9c39599b2e1dfc53c03020cd2;Similar;0.5101040601730347
46;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Add <method_name>;Might be useful to expose this bookkeeping to app developers;https://github.com/square/okhttp/commit/cc216c6f731f4f08ac29e5619943f502c50bfafd;Similar;0.8352831602096558
47;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Fix flakiness in <method_name>  ;Theres a race where the HTTP engine has been created, but not yet connected and the cancel isnt as immediate as it could be. Fix the test by making sure theres a response to be retrieved. With the upcoming connection pool changes we might make the implementation more robust.;https://github.com/square/okhttp/commit/e36d7ecc26be18021da3555fc8b14381df7af34d;Similar;0.7989626526832581
48;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Expose internal APIs for pluggable file systems, Also migrate all of our tests to use the <method_name>  ;We arent yet ready to make <iden> a public type, but I dont mind making it _almost_ available via an internal API for those brave enough to try that, Its simpler.;https://github.com/square/okhttp/commit/a560f721937f7f7299167a4d1c3f3ca87998635b;Similar;0.6418133974075317
49;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Change  <file_name>  to not implement java.net.ResponseCache;This marks some methods as  @deprecated and internal-only. Unfortunately we dont have a great mechanism to hide them from the documented <iden>.;https://github.com/square/okhttp/commit/7e28b1d6b6834879556b9c3caa62e49e428351cc;Similar;0.5469453930854797
50;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Fix <iden> post retransmit in the new API  ;We dont buffer response bodies in the new API. But we should retransmit POST bodies when a request fails.;https://github.com/square/okhttp/commit/5b6f64a46220911466350202ae974f167497225a;Similar;0.6866711974143982
51;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Add a test for corner-case behavior;Im looking to make HttpURLConnectionImpl delegate to Job, and that means writing tests for all the weird things it does above HttpEngine.;https://github.com/square/okhttp/commit/2d47bc2631048fc713dbc7dbb6e7603619fce776;Similar;0.6326954364776611
52;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Add some pings to force happens-before in <iden> tests;Previously we were relying on accidents to get our tests to pass;https://github.com/square/okhttp/commit/ff7946416d86aedcf154b868ba869241cd4816e9;Similar;0.5812705159187317
53;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Track <file_name> ownership  ;<file_name> ownership is somewhat racy: when an HttpURLConnection reads the last byte of a connection, its ownership is released and given to the <method_name>;https://github.com/square/okhttp/commit/6c57d76915a7e79cc8b8f743ccd8ecc35889ce7c;Similar;0.7031247019767761
54;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Move  <file_name>  pooling logic  ;"previously we had this ugly, awkward release() method that attempted to manage  <file_name>  pooling, discarding streams for caching, and closing broken streams; move  <file_name>  reuse to  <file_name>, with policy informed by  <method_name>  specifying what to do when the  <file_name>  becomes idle: pool, close or hold, so the  <file_name>  does what its told.";https://github.com/square/okhttp/commit/dac5aed3d5f9307b9d1ab0a8c7840b232d053ef3;Similar;0.7780371308326721
55;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Implement moving bytes between OkBuffers  ;This is more complicated than Id anticipated;https://github.com/square/okhttp/commit/5fe67f1bfc00a1c2027802515079137f6fd70bea;Similar;0.7186380624771118
56;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Remove <iden> 2 warnings;Small docs fixes;https://github.com/square/okhttp/commit/9eb276043fc14cda856671ccdba4065bba2a7bae;Similar;0.5798949599266052
57;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Fix checkstyle issues in new <iden> code;checkstyle issues;https://github.com/square/okhttp/commit/8f03548249d3292ab95fc5cf016b51133705e771;Similar;0.6163650751113892
58;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Kill <file_name> in the process  ;Teach <file_name> <iden>;https://github.com/square/okhttp/commit/00a50d1919549b51d941aeb893b2a5ed465aa472;Similar;0.5084146857261658
59;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;https://github.com/square/okhttp/commit/5f87fc19ab269a929b61c088a806a674644caa6a;Similar;0.850605845451355
60;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Update to the latest <method_name>;Includes everything thru 8842981cbcfe20eb4721c0a2c867fa9a18233062;https://github.com/square/okhttp/commit/6ed0f2c2cbf5872684bcc50a883fb6d5d0ac207f;Similar;0.6988851428031921
61;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Be more careful around IOExceptions;my goal is to make it easier to differentiate between protocol-level problems (bogus frames) from transport-level problems (closed sockets and EOF streams);https://github.com/square/okhttp/commit/b9580d68e9bc34eef397e9bc7f13091f1e3f1528;Similar;0.5176737308502197
62;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Restore tests for response caching;One of the test cases bitrotted to failure as a consequence of the <iden> route selector change. I stopped assigning the socket, which it needed to cache the <iden> metadata. This is fixed.;https://github.com/square/okhttp/commit/3d2547f18886e771aaa9baa996a21136c93460c4;Similar;0.6519570350646973
63;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Move out of the <file_name> package;To promote the code into AOSP, well keep this package as-is and do the jarjar in <iden> instead;https://github.com/square/okhttp/commit/50999cceb5f5bcdaf79baa5ac7eeef90c72bda8d;Similar;0.7009302377700806
64;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Make the `<method_name>` return full working connections;Previously the returned connections required the caller to do extra work: setting up tunnels and performing an `<iden>` handshake. With this change, we make a complete working connection in `<method_name>`. This will make it easier to fix fallback when a single domain has multiple `<iden>` addresses that are not reachable. Also, this will make it easier to do SPDY through `<iden>` proxies.;https://github.com/square/okhttp/commit/40ff76547064c3fb5acb9047a6f679dd4379a4d0;Similar;0.6964086890220642
65;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Add error-prone compiler and fix its found issues;error-prone, its found issues;https://github.com/square/okhttp/commit/1c2c57b1a9e037d81aeac3ad5088db9ec4358fb1;Similar;0.5432708859443665
66;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Remove old <iden> protocol method;old;https://github.com/square/okhttp/commit/4ab6a8258b0df3a3528029f810e1f48952dba2d7;Similar;0.6443891525268555
67;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Expose <iden> directly on <method_name>  ;direct;https://github.com/square/okhttp/commit/c5c4e7857cb25af822b9b3b1fbd158cbd168f48a;Similar;0.8072469830513
68;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Use HTML entity for ampersand;to represent the ampersand symbol in HTML;https://github.com/square/okhttp/commit/cabd391637d9fa4fdeb7238c844b0c528722fe1b;Similar;0.7744865417480469
69;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Add convenience overload for <iden>-backed <method_name>;convenience;https://github.com/square/okhttp/commit/35d0922f46c95bd73b1d070b6963cf3512167854;Similar;0.7367374897003174
70;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Use consistent camel casing of <iden>;consistent camel casing;https://github.com/square/okhttp/commit/eb5e72280b56427139bb14ffe14036f8dca6dba3;Similar;0.5348286032676697
71;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Update website to the latest design  ;latest design;https://github.com/square/okhttp/commit/0ff5ce5a6dd22b24c0c080e6fe8b734ec0859418;Similar;0.5209444165229797
72;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Transfer to/from <iden> directly from <iden>  ;<pr_link>;https://github.com/square/okhttp/commit/0a4896a296c113c5fe0e82f0f052e615b95527bf;Similar;0.7643096446990967
73;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;add @override for subclass override method;subclass override method;https://github.com/square/okhttp/commit/a7603602ca8b58c5a32117f03189d6d6a7c8e7be;Similar;0.7249459028244019
74;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Fix flaky testRfc2109Response();The time delta in the cookie max-age is rounded down, so is at most 59 seconds. Possibly a GC or some other hiccup can occasionally make it lower, so allow some room for error.;https://github.com/square/okhttp/commit/43f93d014c6cf42847ba88fe67dc2d7237bbfb4b;Similar;0.6693055033683777
75;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Partially revert connection timeout behavior  ;The modification of the timeout behavior during connection caused problems;https://github.com/square/okhttp/commit/92e64f0279f1ce10ddd280fe048a92f6a959203d;Similar;0.5926688313484192
76;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;The changes to <iden>s  <file_name> have been ported  ;Upstream commit of <iden> / <iden> fix, This does not include the introduction of PlatformTest, which will be difficult to write so it works everywhere;https://github.com/square/okhttp/commit/426c11de7b411bd47e9ef5ba3ce08d8589a8a88c;Similar;0.7835282683372498
77;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;https://github.com/square/okhttp/commit/60f5406dcc094d0431420139bd002e8bdd4ea5d5;Similar;0.832575261592865
