Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
Centralise logging behind JUL (<pr_link>) <enter> Use JUL, but wire up to the <method_name> <enter> Use `adb shell setprop log.tag.okhttp.Http2 <iden>` to enable logging for known levels;to enable logging for known levels;Expose <iden> directly on <method_name>  ;direct;Contradicts;0.621426522731781
Centralise logging behind JUL (<pr_link>) <enter> Use JUL, but wire up to the <method_name> <enter> Use `adb shell setprop log.tag.okhttp.Http2 <iden>` to enable logging for known levels;to enable logging for known levels;Push OkHttp 3.1<version> into the sea;It is no longer supported;Contradicts;0.6528171896934509
init speedup  ;file_name, pr_link;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.6941506862640381
API for handling an unexpected SSE response;unexpected;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.6815766096115112
API for handling an unexpected SSE response;unexpected;Use HTML entity for ampersand;to represent the ampersand symbol in HTML;Contradicts;0.5273383259773254
Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;Use IOException instead of <iden>;more specific in <file_name> API;Contradicts;0.6490637063980103
Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;Contradicts;0.5203867554664612
Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;Contradicts;0.6439128518104553
Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.6303997039794922
Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;We dont need no stinkin braces;no stinkin braces;Contradicts;0.8085965514183044
Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;Use HTML entity for ampersand;to represent the ampersand symbol in HTML;Contradicts;0.5655631422996521
Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;Contradicts;0.7571889758110046
Add a best practice restricted <iden> <file_name>  ;Restricted ciphers ;The implementation is built around one oversized method that runs top to bottom;I found this was easier to follow than the switch statement recommended by the <iden> standard;Contradicts;0.5201166272163391
Add a best practice restricted <iden> <file_name>  ;Restricted ciphers ;Kill <file_name> in the process  ;Teach <file_name> <iden>;Contradicts;0.7168866395950317
Add a best practice restricted <iden> <file_name>  ;Restricted ciphers ;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;Contradicts;0.6981472373008728
Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;Use IOException instead of <iden>;more specific in <file_name> API;Contradicts;0.7925143241882324
Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;Contradicts;0.8332425951957703
Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;Contradicts;0.6343413591384888
Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.8708324432373047
Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;Collapse interceptors into a single chain;Instead of having a chain of application interceptors and a separate chain of network interceptors, this makes a single heterogeneous chain. It makes the <iden> core and network caller into interceptors.;Contradicts;0.5277230739593506
Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;Add <method_name>;Might be useful to expose this bookkeeping to app developers;Contradicts;0.7377026677131653
Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;Drop our one remaining <iden> cipher suite;Tracking <iden> and Firefox, which have also dropped this cipher suite;Contradicts;0.7130993604660034
Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;Expose internal APIs for pluggable file systems, Also migrate all of our tests to use the <method_name>  ;We arent yet ready to make <iden> a public type, but I dont mind making it _almost_ available via an internal API for those brave enough to try that, Its simpler.;Contradicts;0.6360604166984558
Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;Add some pings to force happens-before in <iden> tests;Previously we were relying on accidents to get our tests to pass;Contradicts;0.5262975096702576
Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;Dont use <iden> APIs not in Gingerbread;APIs not in Gingerbread;Contradicts;0.522704005241394
Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;Move out of the <file_name> package;To promote the code into AOSP, well keep this package as-is and do the jarjar in <iden> instead;Contradicts;0.7228705286979675
Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;We dont need no stinkin braces;no stinkin braces;Contradicts;0.7039586901664734
Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;Transfer to/from <iden> directly from <iden>  ;<pr_link>;Contradicts;0.5001114010810852
Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;Contradicts;0.540641725063324
Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;Document <file_name> throwing modes;To include the <pr_link> information;Contradicts;0.5456870794296265
Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;Push OkHttp 3.1<version> into the sea;It is no longer supported;Contradicts;0.6513420939445496
Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;Contradicts;0.5678143501281738
Fix travis build;Fix;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.661105751991272
Use IOException instead of <iden>;more specific in <file_name> API;Adopt idiomatic <iden> in <file_name>;idiomatic;Contradicts;0.6342403888702393
Use IOException instead of <iden>;more specific in <file_name> API;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.5722361207008362
Use IOException instead of <iden>;more specific in <file_name> API;Use HTML entity for ampersand;to represent the ampersand symbol in HTML;Contradicts;0.717851996421814
Use IOException instead of <iden>;more specific in <file_name> API;Use consistent camel casing of <iden>;consistent camel casing;Contradicts;0.5845581889152527
Use IOException instead of <iden>;more specific in <file_name> API;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;Contradicts;0.7059345245361328
Use IOException instead of <iden>;more specific in <file_name> API;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;Contradicts;0.6439270377159119
Make  <file_name>  more capable.;more capable;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;Contradicts;0.6929416060447693
Make  <file_name>  more capable.;more capable;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;Contradicts;0.510985791683197
Make  <file_name>  more capable.;more capable;Kill <file_name> in the process  ;Teach <file_name> <iden>;Contradicts;0.6775007247924805
Make  <file_name>  more capable.;more capable;Move out of the <file_name> package;To promote the code into AOSP, well keep this package as-is and do the jarjar in <iden> instead;Contradicts;0.851633608341217
Make  <file_name>  more capable.;more capable;We dont need no stinkin braces;no stinkin braces;Contradicts;0.5593002438545227
fix <file_name> for Java 9;Java 9;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.586410641670227
fix <file_name> for Java 9;Java 9;Use HTML entity for ampersand;to represent the ampersand symbol in HTML;Contradicts;0.6004339456558228
document support for SNI;support for SNI;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.5970594882965088
Limit recovery attempts for REFUSED_STREAM errors;We limit per-connection retries but not per-call retries, so this was creating large numbers of connections each of which called the server and accepted yet another REFUSED_STREAM.;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.6924564242362976
Limit recovery attempts for REFUSED_STREAM errors;We limit per-connection retries but not per-call retries, so this was creating large numbers of connections each of which called the server and accepted yet another REFUSED_STREAM.;Collapse interceptors into a single chain;Instead of having a chain of application interceptors and a separate chain of network interceptors, this makes a single heterogeneous chain. It makes the <iden> core and network caller into interceptors.;Contradicts;0.5531820058822632
Add HTTP/2 and <iden><version> columns to our security providers doc ;to enhance our security documentation;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.592373788356781
Add HTTP/2 and <iden><version> columns to our security providers doc ;to enhance our security documentation;Collapse interceptors into a single chain;Instead of having a chain of application interceptors and a separate chain of network interceptors, this makes a single heterogeneous chain. It makes the <iden> core and network caller into interceptors.;Contradicts;0.5984266996383667
Add HTTP/2 and <iden><version> columns to our security providers doc ;to enhance our security documentation;Drop our one remaining <iden> cipher suite;Tracking <iden> and Firefox, which have also dropped this cipher suite;Contradicts;0.500304102897644
Add HTTP/2 and <iden><version> columns to our security providers doc ;to enhance our security documentation;Remove <iden> 2 warnings;Small docs fixes;Contradicts;0.636655867099762
Add HTTP/2 and <iden><version> columns to our security providers doc ;to enhance our security documentation;We dont need no stinkin braces;no stinkin braces;Contradicts;0.8905800580978394
Add HTTP/2 and <iden><version> columns to our security providers doc ;to enhance our security documentation;Push OkHttp 3.1<version> into the sea;It is no longer supported;Contradicts;0.7617588043212891
Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;Contradicts;0.8611755967140198
Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.5122203230857849
Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;Dont attempt <iden> modes we know will fail.;we know will fail;Contradicts;0.8105632066726685
Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;Dont use <iden> APIs not in Gingerbread;APIs not in Gingerbread;Contradicts;0.9736319184303284
Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;Remove old <iden> protocol method;old;Contradicts;0.7424901723861694
Use our test rule instead of the Maven Surefire listener  ;to Close the issue indicated by the link;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.5170642137527466
Degrade connections after a timeout;This is based roughly on the <iden> Connections proposal here;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.6075839996337891
Degrade connections after a timeout;This is based roughly on the <iden> Connections proposal here;Make the `<method_name>` return full working connections;Previously the returned connections required the caller to do extra work: setting up tunnels and performing an `<iden>` handshake. With this change, we make a complete working connection in `<method_name>`. This will make it easier to fix fallback when a single domain has multiple `<iden>` addresses that are not reachable. Also, this will make it easier to do SPDY through `<iden>` proxies.;Contradicts;0.907505214214325
Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;Contradicts;0.6582010388374329
Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;Drop our one remaining <iden> cipher suite;Tracking <iden> and Firefox, which have also dropped this cipher suite;Contradicts;0.638695240020752
Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;Dont attempt <iden> modes we know will fail.;we know will fail;Contradicts;0.7820242047309875
Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;Dont use <iden> APIs not in Gingerbread;APIs not in Gingerbread;Contradicts;0.9618443250656128
Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;Remove old <iden> protocol method;old;Contradicts;0.9414310455322266
Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;Expose <iden> directly on <method_name>  ;direct;Contradicts;0.541215181350708
Adopt idiomatic <iden> in <file_name>;idiomatic;Make the  <file_name>  a little better.  <enter> <iden> threads by their URLs. Dont follow all fragments of the same <iden>;"For better organization; to prevent following all fragments of the same <iden>";Contradicts;0.5298275947570801
Adopt idiomatic <iden> in <file_name>;idiomatic;Dont use <iden> APIs not in Gingerbread;APIs not in Gingerbread;Contradicts;0.575063943862915
Make <file_name> accessors final  ;If we want these to be vals to Kotlin, they cant be open. I think the motivation to make these non-final was pretty weak, and I dont mind breaking <iden> compatibility here.;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.5343599915504456
Make <file_name> accessors final  ;If we want these to be vals to Kotlin, they cant be open. I think the motivation to make these non-final was pretty weak, and I dont mind breaking <iden> compatibility here.;Collapse interceptors into a single chain;Instead of having a chain of application interceptors and a separate chain of network interceptors, this makes a single heterogeneous chain. It makes the <iden> core and network caller into interceptors.;Contradicts;0.5476610064506531
Fix a regression in combining cache headers;This was introduced with our migration to Kotlin. Iterating over the indices of the header names doesnt work because header names are not distinct.;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.6744354367256165
Include prerequisites in the releasing guide.;to provide necessary information for users;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;Contradicts;0.5299892425537109
Include prerequisites in the releasing guide.;to provide necessary information for users;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.6073031425476074
Include prerequisites in the releasing guide.;to provide necessary information for users;We dont need no stinkin braces;no stinkin braces;Contradicts;0.8178389668464661
Include prerequisites in the releasing guide.;to provide necessary information for users;Push OkHttp 3.1<version> into the sea;It is no longer supported;Contradicts;0.6815027594566345
Convert <file_name> to Kotlin;"to Kotlin

Decision: Rename <file_name> to .kt";Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.5884551405906677
Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.6513415575027466
Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;Drop our one remaining <iden> cipher suite;Tracking <iden> and Firefox, which have also dropped this cipher suite;Contradicts;0.5933125615119934
Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.7182167768478394
Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;Remove old <iden> protocol method;old;Contradicts;0.5080167651176453
Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;The changes to <iden>s  <file_name> have been ported  ;Upstream commit of <iden> / <iden> fix, This does not include the introduction of PlatformTest, which will be difficult to write so it works everywhere;Contradicts;0.6495137214660645
Fix some maven problems that are blocking the <version> release;blocking the <version> release;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.6726157665252686
Fix some maven problems that are blocking the <version> release;blocking the <version> release;We dont need no stinkin braces;no stinkin braces;Contradicts;0.8141953945159912
Fix some maven problems that are blocking the <version> release;blocking the <version> release;Push OkHttp 3.1<version> into the sea;It is no longer supported;Contradicts;0.6305693984031677
Rename <method_name> to <iden()>;I prefer signed;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.6461699604988098
Rename <method_name> to <iden()>;I prefer signed;Add <method_name>;Might be useful to expose this bookkeeping to app developers;Contradicts;0.5587035417556763
Rename <method_name> to <iden()>;I prefer signed;Drop our one remaining <iden> cipher suite;Tracking <iden> and Firefox, which have also dropped this cipher suite;Contradicts;0.8376716375350952
Rename <method_name> to <iden()>;I prefer signed;Expose internal APIs for pluggable file systems, Also migrate all of our tests to use the <method_name>  ;We arent yet ready to make <iden> a public type, but I dont mind making it _almost_ available via an internal API for those brave enough to try that, Its simpler.;Contradicts;0.7510155439376831
Rename <method_name> to <iden()>;I prefer signed;Remove old <iden> protocol method;old;Contradicts;0.7892858386039734
Fixup <file_name> so that its worthy of production use.;This changes the default from the insecure 1024-bit <iden> to a secure 256-bit <iden> key. It adds a new option to use <iden> keys for interoperating with older clients.;Drop our one remaining <iden> cipher suite;Tracking <iden> and Firefox, which have also dropped this cipher suite;Contradicts;0.5652898550033569
Fixup <file_name> so that its worthy of production use.;This changes the default from the insecure 1024-bit <iden> to a secure 256-bit <iden> key. It adds a new option to use <iden> keys for interoperating with older clients.;Kill <file_name> in the process  ;Teach <file_name> <iden>;Contradicts;0.9481149315834045
Fixup <file_name> so that its worthy of production use.;This changes the default from the insecure 1024-bit <iden> to a secure 256-bit <iden> key. It adds a new option to use <iden> keys for interoperating with older clients.;Move out of the <file_name> package;To promote the code into AOSP, well keep this package as-is and do the jarjar in <iden> instead;Contradicts;0.937183141708374
Fixup <file_name> so that its worthy of production use.;This changes the default from the insecure 1024-bit <iden> to a secure 256-bit <iden> key. It adds a new option to use <iden> keys for interoperating with older clients.;We dont need no stinkin braces;no stinkin braces;Contradicts;0.7727254033088684
Fixup <file_name> so that its worthy of production use.;This changes the default from the insecure 1024-bit <iden> to a secure 256-bit <iden> key. It adds a new option to use <iden> keys for interoperating with older clients.;Push OkHttp 3.1<version> into the sea;It is no longer supported;Contradicts;0.8943849205970764
Fixup <file_name> so that its worthy of production use.;This changes the default from the insecure 1024-bit <iden> to a secure 256-bit <iden> key. It adds a new option to use <iden> keys for interoperating with older clients.;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;Contradicts;0.6230710744857788
Support client authentication in <file_name>;client authentication;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.573314905166626
Support client authentication in <file_name>;client authentication;We dont need no stinkin braces;no stinkin braces;Contradicts;0.5913667678833008
Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.5423482060432434
Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;Use consistent camel casing of <iden>;consistent camel casing;Contradicts;0.5226468443870544
Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;Contradicts;0.6740195155143738
Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;Document <file_name> throwing modes;To include the <pr_link> information;Contradicts;0.5193115472793579
Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;Contradicts;0.958443820476532
Fix Javadoc builds with the jsr305 dependency  ;Because multiple modules share a package we need to share the dependency on everything in package-info.java;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Contradicts;0.6209015250205994
Fix Javadoc builds with the jsr305 dependency  ;Because multiple modules share a package we need to share the dependency on everything in package-info.java;Push OkHttp 3.1<version> into the sea;It is no longer supported;Contradicts;0.6045613884925842
Make the  <file_name>  a little better.  <enter> <iden> threads by their URLs. Dont follow all fragments of the same <iden>;"For better organization; to prevent following all fragments of the same <iden>";Collapse interceptors into a single chain;Instead of having a chain of application interceptors and a separate chain of network interceptors, this makes a single heterogeneous chain. It makes the <iden> core and network caller into interceptors.;Contradicts;0.7039042115211487
Make the  <file_name>  a little better.  <enter> <iden> threads by their URLs. Dont follow all fragments of the same <iden>;"For better organization; to prevent following all fragments of the same <iden>";Drop our one remaining <iden> cipher suite;Tracking <iden> and Firefox, which have also dropped this cipher suite;Contradicts;0.6155792474746704
Make the  <file_name>  a little better.  <enter> <iden> threads by their URLs. Dont follow all fragments of the same <iden>;"For better organization; to prevent following all fragments of the same <iden>";The implementation is built around one oversized method that runs top to bottom;I found this was easier to follow than the switch statement recommended by the <iden> standard;Contradicts;0.5037758350372314
Make the  <file_name>  a little better.  <enter> <iden> threads by their URLs. Dont follow all fragments of the same <iden>;"For better organization; to prevent following all fragments of the same <iden>";Move out of the <file_name> package;To promote the code into AOSP, well keep this package as-is and do the jarjar in <iden> instead;Contradicts;0.7602077722549438
