;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha
16;Fix description of test file to be tests.groovy;Corrected the documentation to refer to file as tests.groovy, rather than test.groovy. Updated cope snippet as tests.groovy should expect Hello <iden>! rather than Hello <iden>. <br> Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/a8af25476577999c33c34f5971a03251658c340d;Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;https://github.com/spring-projects/spring-boot/commit/24e873cd7c2608e642fd6e90460bc98079ba4e27;Contradicts;0.5935655832290649
17;Fix description of test file to be tests.groovy;Corrected the documentation to refer to file as tests.groovy, rather than test.groovy. Updated cope snippet as tests.groovy should expect Hello <iden>! rather than Hello <iden>. <br> Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/a8af25476577999c33c34f5971a03251658c340d;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.9209855198860168
18;Support escaped characters in <file_name>  ;This commit adds the ability to have escaped characters, like the quote, when using the <method_name>. Also adds a short test for escaped quotes.;https://github.com/spring-projects/spring-boot/commit/7daade21c4ef296499f11d0413c91d9e029bc576;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.5447686910629272
19;Support escaped characters in <file_name>  ;This commit adds the ability to have escaped characters, like the quote, when using the <method_name>. Also adds a short test for escaped quotes.;https://github.com/spring-projects/spring-boot/commit/7daade21c4ef296499f11d0413c91d9e029bc576;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;https://github.com/spring-projects/spring-boot/commit/2b616fb7d94c8ec08ff8d750126d6470649fae72;Contradicts;0.5768318176269531
20;Add <iden> response format details for health endpoint, including default status codes and sample responses;Document <iden> response format of health endpoint, See <pr_link>;https://github.com/spring-projects/spring-boot/commit/1fa1ed2b2805f731dcdf30327a5ff0b92ccf55e3;Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;https://github.com/spring-projects/spring-boot/commit/24e873cd7c2608e642fd6e90460bc98079ba4e27;Contradicts;0.6562703251838684
21;Add <iden> response format details for health endpoint, including default status codes and sample responses;Document <iden> response format of health endpoint, See <pr_link>;https://github.com/spring-projects/spring-boot/commit/1fa1ed2b2805f731dcdf30327a5ff0b92ccf55e3;Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;https://github.com/spring-projects/spring-boot/commit/a5b27789c0bcc7ee65e798be68dbb44ba0e2d05b;Contradicts;0.56508469581604
22;Add <iden> response format details for health endpoint, including default status codes and sample responses;Document <iden> response format of health endpoint, See <pr_link>;https://github.com/spring-projects/spring-boot/commit/1fa1ed2b2805f731dcdf30327a5ff0b92ccf55e3;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Contradicts;0.687795102596283
23;Add <iden> response format details for health endpoint, including default status codes and sample responses;Document <iden> response format of health endpoint, See <pr_link>;https://github.com/spring-projects/spring-boot/commit/1fa1ed2b2805f731dcdf30327a5ff0b92ccf55e3;Fix  <file_name>  javadoc;Fix;https://github.com/spring-projects/spring-boot/commit/b439d3522ee0615cd46ea50d7791a89802d9c0bc;Contradicts;0.5064754486083984
24;Add <iden> response format details for health endpoint, including default status codes and sample responses;Document <iden> response format of health endpoint, See <pr_link>;https://github.com/spring-projects/spring-boot/commit/1fa1ed2b2805f731dcdf30327a5ff0b92ccf55e3;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.880591869354248
25;Add <iden> response format details for health endpoint, including default status codes and sample responses;Document <iden> response format of health endpoint, See <pr_link>;https://github.com/spring-projects/spring-boot/commit/1fa1ed2b2805f731dcdf30327a5ff0b92ccf55e3;Remove spring-data-commons  ;Remove direct reference to spring-data-commons, instead favoring transitive dependency;https://github.com/spring-projects/spring-boot/commit/75548c1205897aff851528f2528012ce88563fee;Contradicts;0.6184724569320679
26;Remove unused <file_name> from spring-boot-sample-tomcat;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/d6bd120b2c4230acb101c424a0e5ba8aa4b40b82;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Contradicts;0.5373698472976685
27;Remove unused <file_name> from spring-boot-sample-tomcat;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/d6bd120b2c4230acb101c424a0e5ba8aa4b40b82;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.7166166305541992
28;Remove unused <file_name> from spring-boot-sample-tomcat;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/d6bd120b2c4230acb101c424a0e5ba8aa4b40b82;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;https://github.com/spring-projects/spring-boot/commit/2b616fb7d94c8ec08ff8d750126d6470649fae72;Contradicts;0.635815441608429
29;Update the reference documentation to include details of <iden>;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/14bd404b71fcb967d4af282e839a763112ecd40c;Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;https://github.com/spring-projects/spring-boot/commit/24e873cd7c2608e642fd6e90460bc98079ba4e27;Contradicts;0.5351370573043823
30;Add <iden> slice test support;Add `<iden>` and related test auto-configuration to allow slice testing of  <file_name>  <iden> client applications. See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/a4104ab096b4a1f3f41995dec435b8435dc5473c;Polish new layered jar support;new layered jar support;https://github.com/spring-projects/spring-boot/commit/34e602652c29924b5806ee0582f4ff2bef31f502;Contradicts;0.5320499539375305
31;Add <iden> slice test support;Add `<iden>` and related test auto-configuration to allow slice testing of  <file_name>  <iden> client applications. See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/a4104ab096b4a1f3f41995dec435b8435dc5473c;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.903107523918152
32;Update ` <file_name> ` so that the `<iden>` is not thrown for permission denied errors.;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/a2fdf23e41020a9cc54ea3334618686bf28685de;Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;https://github.com/spring-projects/spring-boot/commit/24e873cd7c2608e642fd6e90460bc98079ba4e27;Contradicts;0.6786366105079651
33;Update ` <file_name> ` so that the `<iden>` is not thrown for permission denied errors.;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/a2fdf23e41020a9cc54ea3334618686bf28685de;Change LoggingSystemTests to use real temp folder, Update <file_name> to use a <iden> rule, Fixes <issue_link>;real temp folder, a <iden> rule, <issue_link>;https://github.com/spring-projects/spring-boot/commit/8e78ba8ce77aa3206e3bd5be7b9291f0840f3478;Contradicts;0.5408110618591309
34;Update ` <file_name> ` so that the `<iden>` is not thrown for permission denied errors.;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/a2fdf23e41020a9cc54ea3334618686bf28685de;Configure <iden> explicitly;simplifying the auto-configuration and let it us proxy-free configuration classes;https://github.com/spring-projects/spring-boot/commit/e3899df22c1f8de17081fababcbd5c406a3c8541;Contradicts;0.5853833556175232
35;Update ` <file_name> ` so that the `<iden>` is not thrown for permission denied errors.;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/a2fdf23e41020a9cc54ea3334618686bf28685de;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Contradicts;0.8764764666557312
36;Update ` <file_name> ` so that the `<iden>` is not thrown for permission denied errors.;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/a2fdf23e41020a9cc54ea3334618686bf28685de;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.824759304523468
37;Update ` <file_name> ` so that the `<iden>` is not thrown for permission denied errors.;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/a2fdf23e41020a9cc54ea3334618686bf28685de;Remove spring-data-commons  ;Remove direct reference to spring-data-commons, instead favoring transitive dependency;https://github.com/spring-projects/spring-boot/commit/75548c1205897aff851528f2528012ce88563fee;Contradicts;0.6791859865188599
38;Update ` <file_name> ` so that the `<iden>` is not thrown for permission denied errors.;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/a2fdf23e41020a9cc54ea3334618686bf28685de;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.5749022960662842
39;Update ` <file_name> ` so that the `<iden>` is not thrown for permission denied errors.;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/a2fdf23e41020a9cc54ea3334618686bf28685de;Prepend without replacing in <file_name>  ;It was incorrect to simply replace existing instances because you cant tell from the instance which media types and java types it supports. This fix just prepends the custom converters so they get higher priority.;https://github.com/spring-projects/spring-boot/commit/05e6af23cf2e60d5c61388fbb954bd56f00b9f94;Contradicts;0.893921434879303
40;Update ` <file_name> ` so that the `<iden>` is not thrown for permission denied errors.;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/a2fdf23e41020a9cc54ea3334618686bf28685de;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;https://github.com/spring-projects/spring-boot/commit/2b616fb7d94c8ec08ff8d750126d6470649fae72;Contradicts;0.5756296515464783
41;Remove the spring-core dependency from the annotation processor;"cherry-picked from otherCommit_link; Fixes issue_link";https://github.com/spring-projects/spring-boot/commit/6bc37c05898be797da4312e66c899491b4bb1965;Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;https://github.com/spring-projects/spring-boot/commit/24e873cd7c2608e642fd6e90460bc98079ba4e27;Contradicts;0.639961838722229
42;Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;https://github.com/spring-projects/spring-boot/commit/24e873cd7c2608e642fd6e90460bc98079ba4e27;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Contradicts;0.5251744985580444
43;Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);https://github.com/spring-projects/spring-boot/commit/5182bc4f2b1e7811b91ab857ddd325cc031d5805;Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;https://github.com/spring-projects/spring-boot/commit/a5b27789c0bcc7ee65e798be68dbb44ba0e2d05b;Contradicts;0.689074695110321
44;Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);https://github.com/spring-projects/spring-boot/commit/5182bc4f2b1e7811b91ab857ddd325cc031d5805;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Contradicts;0.5972370505332947
45;Fix tests failing on Windows;tests failing on Windows;https://github.com/spring-projects/spring-boot/commit/fa040c9e268e4f614b118af1b680d7789251ade3;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.8766112923622131
46;Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";https://github.com/spring-projects/spring-boot/commit/a5200568384b036202a49b53813aad4a6ce807b2;No-op <file_name> when <iden> is not present  ;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/268b97bf9826ba817c1e87fbc48f0fb589528add;Contradicts;0.582481324672699
47;Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";https://github.com/spring-projects/spring-boot/commit/a5200568384b036202a49b53813aad4a6ce807b2;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.5827378034591675
48;Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";https://github.com/spring-projects/spring-boot/commit/a5200568384b036202a49b53813aad4a6ce807b2;Make <iden> optional for <iden>;This commit removes the required dependency on `<iden>` instances when creating `<iden>` beans, making it optional.;https://github.com/spring-projects/spring-boot/commit/57147241cb9119e1c7af494bd48c76bfb4f5808a;Contradicts;0.8104891180992126
49;Reinstate devtools debug logging with opt-out;Reinstate `web` logging when devtools is in use, making use of the new logging groups support;https://github.com/spring-projects/spring-boot/commit/cef635d86c854b0b767f929f110d974864dd09a1;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.5332706570625305
50;Add a rule to enforce <iden> 5 usage and conventions;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/b3d5cd538dcea991d307ccc556cdfa93be3a7814;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.8155087828636169
51;Add a rule to enforce <iden> 5 usage and conventions;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/b3d5cd538dcea991d307ccc556cdfa93be3a7814;Make <iden> optional for <iden>;This commit removes the required dependency on `<iden>` instances when creating `<iden>` beans, making it optional.;https://github.com/spring-projects/spring-boot/commit/57147241cb9119e1c7af494bd48c76bfb4f5808a;Contradicts;0.5276257395744324
52;Fix failing test;failing;https://github.com/spring-projects/spring-boot/commit/1b146f89f024ce75d6aa93a9450b69789b621f91;Log warning on slow host resolution, Update ` <file_name>` so that if the `<iden>` call takes more than 200ms a warning is logged, Closes `<issue_link>`;slow host resolution, more than 200ms, close issue;https://github.com/spring-projects/spring-boot/commit/1f893d9376932fefbfea2362ac513ca43931fb4f;Contradicts;0.5063008666038513
53;Log warning on slow host resolution, Update ` <file_name>` so that if the `<iden>` call takes more than 200ms a warning is logged, Closes `<issue_link>`;slow host resolution, more than 200ms, close issue;https://github.com/spring-projects/spring-boot/commit/1f893d9376932fefbfea2362ac513ca43931fb4f;Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/fcf468062602966c508c260ef54da55e2d48c49a;Contradicts;0.6969442963600159
54;Log warning on slow host resolution, Update ` <file_name>` so that if the `<iden>` call takes more than 200ms a warning is logged, Closes `<issue_link>`;slow host resolution, more than 200ms, close issue;https://github.com/spring-projects/spring-boot/commit/1f893d9376932fefbfea2362ac513ca43931fb4f;Configure <iden> explicitly;simplifying the auto-configuration and let it us proxy-free configuration classes;https://github.com/spring-projects/spring-boot/commit/e3899df22c1f8de17081fababcbd5c406a3c8541;Contradicts;0.5429134368896484
55;Log warning on slow host resolution, Update ` <file_name>` so that if the `<iden>` call takes more than 200ms a warning is logged, Closes `<issue_link>`;slow host resolution, more than 200ms, close issue;https://github.com/spring-projects/spring-boot/commit/1f893d9376932fefbfea2362ac513ca43931fb4f;Define shell.ssh.port and shell.telnet port as integer properties  ;So that the generated meta-data exposes the proper type;https://github.com/spring-projects/spring-boot/commit/d33c0ebf8f8f52fb6fb82d615cec50a10627d267;Contradicts;0.5219376087188721
56;Log warning on slow host resolution, Update ` <file_name>` so that if the `<iden>` call takes more than 200ms a warning is logged, Closes `<issue_link>`;slow host resolution, more than 200ms, close issue;https://github.com/spring-projects/spring-boot/commit/1f893d9376932fefbfea2362ac513ca43931fb4f;Polish Auto-detect jOOQ dialect;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/efdf451e6ed779ffdceede35ee9663850d4c800a;Contradicts;0.5847046375274658
57;Log warning on slow host resolution, Update ` <file_name>` so that if the `<iden>` call takes more than 200ms a warning is logged, Closes `<issue_link>`;slow host resolution, more than 200ms, close issue;https://github.com/spring-projects/spring-boot/commit/1f893d9376932fefbfea2362ac513ca43931fb4f;Avoid blocking on a <iden> indefinitely;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/0741c90489c94c7a15a415013301f40f93caae05;Contradicts;0.5767496228218079
58;Log warning on slow host resolution, Update ` <file_name>` so that if the `<iden>` call takes more than 200ms a warning is logged, Closes `<issue_link>`;slow host resolution, more than 200ms, close issue;https://github.com/spring-projects/spring-boot/commit/1f893d9376932fefbfea2362ac513ca43931fb4f;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Contradicts;0.8755148649215698
59;Log warning on slow host resolution, Update ` <file_name>` so that if the `<iden>` call takes more than 200ms a warning is logged, Closes `<issue_link>`;slow host resolution, more than 200ms, close issue;https://github.com/spring-projects/spring-boot/commit/1f893d9376932fefbfea2362ac513ca43931fb4f;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.5341390371322632
60;Log warning on slow host resolution, Update ` <file_name>` so that if the `<iden>` call takes more than 200ms a warning is logged, Closes `<issue_link>`;slow host resolution, more than 200ms, close issue;https://github.com/spring-projects/spring-boot/commit/1f893d9376932fefbfea2362ac513ca43931fb4f;Remove spring-data-commons  ;Remove direct reference to spring-data-commons, instead favoring transitive dependency;https://github.com/spring-projects/spring-boot/commit/75548c1205897aff851528f2528012ce88563fee;Contradicts;0.5354383587837219
61;Log warning on slow host resolution, Update ` <file_name>` so that if the `<iden>` call takes more than 200ms a warning is logged, Closes `<issue_link>`;slow host resolution, more than 200ms, close issue;https://github.com/spring-projects/spring-boot/commit/1f893d9376932fefbfea2362ac513ca43931fb4f;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.5127116441726685
62;Log warning on slow host resolution, Update ` <file_name>` so that if the `<iden>` call takes more than 200ms a warning is logged, Closes `<issue_link>`;slow host resolution, more than 200ms, close issue;https://github.com/spring-projects/spring-boot/commit/1f893d9376932fefbfea2362ac513ca43931fb4f;Prepend without replacing in <file_name>  ;It was incorrect to simply replace existing instances because you cant tell from the instance which media types and java types it supports. This fix just prepends the custom converters so they get higher priority.;https://github.com/spring-projects/spring-boot/commit/05e6af23cf2e60d5c61388fbb954bd56f00b9f94;Contradicts;0.8564995527267456
63;Log warning on slow host resolution, Update ` <file_name>` so that if the `<iden>` call takes more than 200ms a warning is logged, Closes `<issue_link>`;slow host resolution, more than 200ms, close issue;https://github.com/spring-projects/spring-boot/commit/1f893d9376932fefbfea2362ac513ca43931fb4f;Add <iden> for <iden>  ;<iden> is exposed via server.servletPath.;https://github.com/spring-projects/spring-boot/commit/b2b487ee5f5769137c7ba6372df01b7cd0908ad5;Contradicts;0.6170850396156311
64;Change LoggingSystemTests to use real temp folder, Update <file_name> to use a <iden> rule, Fixes <issue_link>;real temp folder, a <iden> rule, <issue_link>;https://github.com/spring-projects/spring-boot/commit/8e78ba8ce77aa3206e3bd5be7b9291f0840f3478;Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;https://github.com/spring-projects/spring-boot/commit/a5b27789c0bcc7ee65e798be68dbb44ba0e2d05b;Contradicts;0.5609259605407715
65;Change LoggingSystemTests to use real temp folder, Update <file_name> to use a <iden> rule, Fixes <issue_link>;real temp folder, a <iden> rule, <issue_link>;https://github.com/spring-projects/spring-boot/commit/8e78ba8ce77aa3206e3bd5be7b9291f0840f3478;Avoid blocking on a <iden> indefinitely;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/0741c90489c94c7a15a415013301f40f93caae05;Contradicts;0.5150108933448792
66;Change LoggingSystemTests to use real temp folder, Update <file_name> to use a <iden> rule, Fixes <issue_link>;real temp folder, a <iden> rule, <issue_link>;https://github.com/spring-projects/spring-boot/commit/8e78ba8ce77aa3206e3bd5be7b9291f0840f3478;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Contradicts;0.804205596446991
67;Change LoggingSystemTests to use real temp folder, Update <file_name> to use a <iden> rule, Fixes <issue_link>;real temp folder, a <iden> rule, <issue_link>;https://github.com/spring-projects/spring-boot/commit/8e78ba8ce77aa3206e3bd5be7b9291f0840f3478;Avoid creating unnecessary garbage during <iden> normalization <enter> Closes <issue_link>;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/a491727b7c9610bf1ea86d30ce3b7ffefe5f3a60;Contradicts;0.6582362055778503
68;Change LoggingSystemTests to use real temp folder, Update <file_name> to use a <iden> rule, Fixes <issue_link>;real temp folder, a <iden> rule, <issue_link>;https://github.com/spring-projects/spring-boot/commit/8e78ba8ce77aa3206e3bd5be7b9291f0840f3478;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.75400710105896
